id,manufacturer_id,product_code,productName,product_name,description,images,tags,brand,meta_title,meta_description,og_image_url,og_title,og_description
prod_manu_0002_733001,manu_0002,733001,"ウォーム パフ ポンチョ","ウォーム パフ ポンチョ",,,,,,,,,
prod_manu_0002_744801,manu_0002,744801,T/Cコーチジャケット(裏地付),T/Cコーチジャケット(裏地付),,,,,,,,,
prod_manu_0002_746301,manu_0002,746301,"インサレーテッド フルジップパーカ","インサレーテッド フルジップパーカ",,,,,,,,,
prod_manu_0002_746401,manu_0002,746401,インサレーテッドスタンドジャケット,インサレーテッドスタンドジャケット,,,,,,,,,
prod_manu_0002_749001,manu_0002,749001,タイプMA-1ジャケット(中綿入),タイプMA-1ジャケット(中綿入),,,,,,,,,
prod_manu_0002_749101,manu_0002,749101,スタジアムジャケット(中綿入),スタジアムジャケット(中綿入),,,,,,,,,
prod_manu_0002_749201,manu_0002,749201,コーチジャケット（ボア裏地付）,コーチジャケット（ボア裏地付）,,,,,,,,,
prod_manu_0002_749301,manu_0002,749301,"シェルフリース リバーシブルスタンドJK","シェルフリース リバーシブルスタンドJK",,,,,,,,,
prod_manu_0002_749701,manu_0002,749701,"ウォーム シェル スタント フードイン゛JKT","ウォーム シェル スタント フードイン゛JKT",,,,,,,,,
prod_manu_0002_924001,manu_0002,924001,クルーソックス,クルーソックス,,,,,,,,,
prod_manu_0002_966401,manu_0002,966401,フラットバイザースナップバックCAP,フラットバイザースナップバックCAP,,,,,,,,,
prod_manu_0002_967001,manu_0002,967001,コットンツイルローキャップ,コットンツイルローキャップ,,,,,,,,,
prod_manu_0002_967501,manu_0002,967501,"コットン ツイル バケット ハット","コットン ツイル バケット ハット",,,,,,,,,
prod_manu_0002_968001,manu_0002,968001,"コットン ツイル メッシュ キャップ","コットン ツイル メッシュ キャップ",,,,,,,,,
prod_manu_0002_997401,manu_0002,997401,フーディドローストリングス(丸ヒモ)5p1,フーディドローストリングス(丸ヒモ)5p1,,,,,,,,,
